Title (if known),Season,New Commitment Status,"""Known"" vs. Additional",Status Quo,ASQ,Invest in All,Source,Exclusivity / Window,Year,Month,Month Year,Market,Region,New vs. Returning,Content type,Performance Tier,Tier Confirmed?,Budget Tier,PSI Content genre,Genre tier map,PSI Content format,Format,Genre,Co-pro flag,Anime flag,Animated flag,VFX flag,Release strategy,Simplified Categories,Volume (eps),Hours per ep,Volume (hours)
Placeholder Scripted Series - Live Action Drama Platinum,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,2,2/1/28,FR,EMEA,New,Scripted Series - Live Action Drama,Platinum,N,Platinum,Drama,Drama | Platinum,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,9,1,9
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2024,8,8/1/24,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,9,9/1/24,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,10,10/1/24,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,11,11/1/24,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,12,12/1/24,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2025,2,2/1/25,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2025,4,4/1/25,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,6,6/1/25,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,8,8/1/25,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,10,10/1/25,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,2,2/1/26,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,4,4/1/26,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,6,6/1/26,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,8,8/1/26,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,10,10/1/26,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,2,2/1/27,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,4,4/1/27,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,6,6/1/27,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,8,8/1/27,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,10,10/1/27,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,2,2/1/28,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,4,4/1/28,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,6,6/1/28,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,8,8/1/28,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,10,10/1/28,ES,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,8,8/1/24,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,9,9/1/24,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,10,10/1/24,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,11,11/1/24,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,12,12/1/24,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2025,2,2/1/25,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2025,4,4/1/25,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Exclude,HBO MAX,Exclusive,2025,6,6/1/25,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,8,8/1/25,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,10,10/1/25,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,2,2/1/26,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,4,4/1/26,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,6,6/1/26,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,8,8/1/26,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,10,10/1/26,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,2,2/1/27,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,4,4/1/27,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,6,6/1/27,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,8,8/1/27,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2027,10,10/1/27,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,2,2/1/28,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,4,4/1/28,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,6,6/1/28,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,8,8/1/28,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Unscripted Series - Format / Competition Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2028,10,10/1/28,FR,EMEA,New,Unscripted Series - Format / Competition,Gold,N,Gold,Unscripted,Unscripted | Gold,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,9,9/1/24,ES,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2024,11,11/1/24,FR,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,3,3/1/25,ES,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,5,5/1/25,FR,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,7,7/1/25,ES,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2025,9,9/1/25,FR,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,3,3/1/26,ES,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,5,5/1/26,FR,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,7,7/1/26,ES,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
Placeholder Docuseries Gold,1,Additional Areas of Investment,Placeholder,Exclude,Exclude,Include,HBO MAX,Exclusive,2026,9,9/1/26,FR,EMEA,New,Docuseries,Gold,N,Gold,Unscripted,Unscripted | Gold,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,5,0.9,4.5
